Date,Price,Open,High,Low,Vol.,Change %,change
01/09/2023,"16,096.87","16,002.18","16,274.94","16,002.18",301.33M,0.59%,Positive
01/05/2023,"16,002.18","15,557.46","16,028.76","15,557.46",295.03M,2.86%,Positive
01/04/2023,"15,557.46","15,068.13","15,600.09","14,598.72",318.47M,3.25%,Positive
01/03/2023,"15,068.13","14,960.66","15,175.32","14,960.66",248.92M,0.72%,Positive
01/02/2023,"14,960.66","14,598.53","14,961.16","14,598.15",164.72M,2.48%,Positive
12/29/2022,"14,598.53","14,578.21","14,690.86","14,559.13",160.35M,0.14%,Positive
12/28/2022,"14,578.21","14,485.18","14,615.64","14,485.18",122.31M,0.64%,Positive
12/27/2022,"14,485.18","14,560.41","14,633.14","14,485.18",149.99M,-0.52%,Negative
12/26/2022,"14,560.41","14,385.30","14,586.73","14,385.30",139.24M,1.22%,Positive
12/25/2022,"14,385.30","14,482.93","14,482.93","14,202.72",184.83M,-0.67%,Negative
12/22/2022,"14,482.93","14,541.98","14,756.69","14,358.18",198.47M,-0.41%,Negative
12/21/2022,"14,541.98","14,523.26","14,591.36","14,301.75",198.66M,0.13%,Positive
12/20/2022,"14,523.26","14,738.60","14,847.62","14,523.26",240.45M,-1.46%,Negative
12/19/2022,"14,738.60","14,843.05","14,917.85","14,576.96",239.95M,-0.70%,Negative
12/18/2022,"14,843.05","15,141.55","15,180.40","14,843.05",194.67M,-1.97%,Negative
12/15/2022,"15,141.55","15,378.28","15,595.66","15,141.55",296.16M,-1.54%,Negative
12/14/2022,"15,378.28","15,150.31","15,378.28","15,111.87",337.81M,1.50%,Positive
12/13/2022,"15,150.31","14,723.71","15,186.36","14,723.71",386.22M,2.90%,Positive
12/12/2022,"14,723.71","14,587.70","14,752.20","14,274.95",238.96M,0.93%,Positive
12/11/2022,"14,587.70","14,838.31","15,060.84","14,587.70",225.91M,-1.69%,Negative
12/08/2022,"14,838.31","14,787.05","14,901.56","14,574.99",250.40M,0.35%,Positive
12/07/2022,"14,787.05","14,498.29","14,914.09","14,498.29",359.68M,1.99%,Positive
12/06/2022,"14,498.29","14,327.77","14,566.76","14,327.77",248.90M,1.19%,Positive
12/05/2022,"14,327.77","14,078.53","14,375.40","14,078.53",232.09M,1.77%,Positive
12/04/2022,"14,078.53","13,639.73","14,078.53","13,639.73",237.50M,3.22%,Positive
12/01/2022,"13,639.73","13,259.26","13,639.73","13,258.92",197.44M,2.87%,Positive
11/30/2022,"13,259.26","13,184.26","13,314.45","13,180.52",187.73M,0.57%,Positive
11/29/2022,"13,184.26","12,917.22","13,184.26","12,917.22",144.11M,2.07%,Positive
11/28/2022,"12,917.22","13,009.48","13,049.72","12,881.26",162.89M,-0.71%,Negative
11/27/2022,"13,009.48","12,779.44","13,009.48","12,779.44",190.45M,1.80%,Positive
11/24/2022,"12,779.44","12,600.09","12,779.44","12,600.09",126.09M,1.42%,Positive
11/23/2022,"12,600.09","12,622.34","12,793.86","12,600.09",160.66M,-0.18%,Negative
11/22/2022,"12,622.34","12,449.90","12,642.38","12,446.09",138.51M,1.39%,Positive
11/21/2022,"12,449.90","12,523.84","12,531.03","12,413.30",114.29M,-0.59%,Negative
11/20/2022,"12,523.84","12,515.71","12,650.85","12,515.71",84.99M,0.06%,Positive
11/17/2022,"12,515.71","12,341.20","12,515.71","12,341.20",163.35M,1.41%,Positive
11/16/2022,"12,341.20","12,137.00","12,341.20","12,100.48",185.38M,1.68%,Positive
11/15/2022,"12,137.00","12,136.37","12,147.84","12,041.57",106.64M,0.01%,Positive
11/14/2022,"12,136.37","11,980.62","12,140.83","11,973.06",200.64M,1.30%,Positive
11/13/2022,"11,980.62","11,756.56","11,980.62","11,754.90",131.63M,1.91%,Positive
11/10/2022,"11,756.56","11,781.58","11,816.82","11,575.97",102.40M,-0.21%,Negative
11/09/2022,"11,781.58","11,268.04","11,781.58","11,232.48",97.41M,4.56%,Positive
11/08/2022,"11,268.04","11,443.71","11,531.06","11,250.03",91.23M,-1.54%,Negative
11/07/2022,"11,443.71","11,179.20","11,443.71","11,179.20",68.50M,2.37%,Positive
11/06/2022,"11,179.20","11,262.40","11,284.94","11,178.67",50.92M,-0.74%,Negative
11/03/2022,"11,262.40","11,242.07","11,262.40","11,173.20",60.75M,0.18%,Positive
11/02/2022,"11,242.07","11,432.79","11,437.23","11,239.50",101.49M,-1.67%,Negative
11/01/2022,"11,432.79","11,372.79","11,440.39","11,368.02",157.41M,0.53%,Positive
10/31/2022,"11,372.79","11,100.67","11,372.79","11,076.58",127.98M,2.45%,Positive
10/30/2022,"11,100.67","11,072.02","11,245.60","11,072.02",137.97M,0.26%,Positive
10/27/2022,"11,072.02","10,553.20","11,072.02","10,553.20",235.18M,4.92%,Positive
10/26/2022,"10,553.20","10,475.02","10,580.49","10,475.02",105.53M,0.75%,Positive
10/25/2022,"10,475.02","10,320.88","10,475.02","10,294.24",73.43M,1.49%,Positive
10/24/2022,"10,320.88","10,258.24","10,368.53","10,258.24",70.86M,0.61%,Positive
10/23/2022,"10,258.24","10,273.53","10,323.37","10,257.53",61.30M,-0.15%,Negative
10/20/2022,"10,273.53","10,156.34","10,277.11","10,156.34",63.19M,1.15%,Positive
10/19/2022,"10,156.34","10,163.56","10,174.99","10,116.51",54.66M,-0.07%,Negative
10/18/2022,"10,163.56","10,148.40","10,173.18","10,079.59",77.27M,0.15%,Positive
10/17/2022,"10,148.40","10,048.88","10,153.65","10,039.81",103.05M,0.99%,Positive
10/16/2022,"10,048.88","9,853.74","10,048.88","9,853.60",71.01M,1.98%,Positive
10/13/2022,"9,853.74","9,800.64","9,853.74","9,769.00",81.59M,0.54%,Positive
10/12/2022,"9,800.64","9,867.23","9,876.21","9,746.95",76.92M,-0.67%,Negative
10/11/2022,"9,867.23","9,948.53","9,962.95","9,866.62",72.05M,-0.82%,Negative
10/10/2022,"9,948.53","9,940.86","10,004.90","9,940.86",91.18M,0.08%,Positive
10/09/2022,"9,940.86","10,010.78","10,010.78","9,934.61",73.76M,-0.70%,Negative
10/05/2022,"10,010.78","9,923.81","10,010.78","9,923.81",89.97M,0.88%,Positive
10/04/2022,"9,923.81","9,685.85","9,923.81","9,685.85",89.71M,2.46%,Positive
10/03/2022,"9,685.85","9,687.36","9,717.60","9,653.33",68.59M,-0.02%,Negative
10/02/2022,"9,687.36","9,827.46","9,829.64","9,687.36",66.58M,-1.43%,Negative
09/29/2022,"9,827.46","9,702.19","9,827.46","9,702.19",99.94M,1.29%,Positive
09/28/2022,"9,702.19","9,817.37","9,828.62","9,696.15",77.41M,-1.17%,Negative
09/27/2022,"9,817.37","9,827.80","9,873.70","9,812.50",85.83M,-0.11%,Negative
09/26/2022,"9,827.80","9,895.04","9,906.36","9,827.80",63.58M,-0.68%,Negative
09/25/2022,"9,895.04","9,933.05","9,933.05","9,777.76",52.18M,-0.38%,Negative
09/22/2022,"9,933.05","9,955.85","9,971.83","9,875.76",77.32M,-0.23%,Negative
09/21/2022,"9,955.85","10,010.53","10,045.01","9,955.85",97.29M,-0.55%,Negative
09/20/2022,"10,010.53","9,854.21","10,010.53","9,830.26",83.87M,1.59%,Positive
09/19/2022,"9,854.21","9,763.19","9,865.90","9,627.85",66.17M,0.93%,Positive
09/18/2022,"9,763.19","10,079.02","10,093.41","9,706.67",104.61M,-3.13%,Negative
09/15/2022,"10,079.02","10,193.79","10,213.43","10,039.41",127.71M,-1.13%,Negative
09/14/2022,"10,193.79","10,397.12","10,397.12","10,164.46",105.58M,-1.96%,Negative
09/13/2022,"10,397.12","10,434.10","10,456.38","10,387.56",104.68M,-0.35%,Negative
09/12/2022,"10,434.10","10,356.31","10,464.53","10,356.31",125.56M,0.75%,Positive
09/11/2022,"10,356.31","10,265.35","10,363.27","10,265.35",80.02M,0.89%,Positive
09/08/2022,"10,265.35","10,232.29","10,320.73","10,231.45",105.09M,0.32%,Positive
09/07/2022,"10,232.29","10,329.66","10,362.45","10,226.81",181.42M,-0.94%,Negative
09/06/2022,"10,329.66","10,177.64","10,329.66","10,177.64",200.97M,1.49%,Positive
09/05/2022,"10,177.64","9,996.74","10,177.64","9,996.72",173.70M,1.81%,Positive
09/04/2022,"9,996.74","9,936.87","10,010.25","9,905.05",69.76M,0.60%,Positive
09/01/2022,"9,936.87","9,998.61","10,064.53","9,920.52",95.22M,-0.62%,Negative
08/31/2022,"9,998.61","10,132.15","10,163.20","9,998.61",138.39M,-1.32%,Negative
08/30/2022,"10,132.15","10,122.32","10,157.37","10,063.26",165.87M,0.10%,Positive
08/29/2022,"10,122.32","10,178.15","10,234.99","10,122.32",192.98M,-0.55%,Negative
08/28/2022,"10,178.15","10,287.27","10,301.19","10,178.15",133.45M,-1.06%,Negative
08/25/2022,"10,287.27","10,105.24","10,291.79","10,105.24",180.53M,1.80%,Positive
08/24/2022,"10,105.24","10,137.89","10,219.61","10,087.66",126.73M,-0.32%,Negative
08/23/2022,"10,137.89","10,246.24","10,295.75","10,137.89",185.81M,-1.06%,Negative
08/22/2022,"10,246.24","10,339.58","10,372.64","10,226.88",197.42M,-0.90%,Negative
08/21/2022,"10,339.58","10,094.16","10,339.58","10,094.16",183.47M,2.43%,Positive
08/18/2022,"10,094.16","10,058.12","10,153.07","10,058.12",142.23M,0.36%,Positive
08/17/2022,"10,058.12","9,843.17","10,063.58","9,833.90",181.92M,2.18%,Positive
08/16/2022,"9,843.17","9,914.71","9,926.58","9,820.30",110.75M,-0.72%,Negative
08/15/2022,"9,914.71","9,984.44","10,010.23","9,871.52",115.33M,-0.70%,Negative
08/14/2022,"9,984.44","9,988.84","10,065.41","9,984.44",116.59M,-0.04%,Negative
08/11/2022,"9,988.84","9,965.46","10,000.30","9,955.78",84.74M,0.23%,Positive
08/10/2022,"9,965.46","9,968.88","10,061.20","9,940.43",77.82M,-0.03%,Negative
08/09/2022,"9,968.88","10,047.71","10,153.15","9,968.88",119.41M,-0.78%,Negative
08/08/2022,"10,047.71","10,123.81","10,135.34","10,043.16",168.38M,-0.75%,Negative
08/07/2022,"10,123.81","10,043.23","10,175.48","10,043.23",185.72M,0.80%,Positive
08/04/2022,"10,043.23","9,539.43","10,043.55","9,539.43",252.13M,5.28%,Positive
08/03/2022,"9,539.43","9,442.02","9,539.43","9,442.02",83.08M,1.03%,Positive
08/02/2022,"9,442.02","9,423.10","9,457.85","9,392.23",103.19M,0.20%,Positive
08/01/2022,"9,423.10","9,467.08","9,581.82","9,395.47",101.16M,-0.46%,Negative
07/31/2022,"9,467.08","9,369.32","9,504.77","9,369.32",85.23M,1.04%,Positive
07/28/2022,"9,369.32","9,287.92","9,369.32","9,282.70",77.91M,0.88%,Positive
07/27/2022,"9,287.92","9,350.42","9,411.08","9,286.78",93.54M,-0.67%,Negative
07/26/2022,"9,350.42","9,237.70","9,441.07","9,237.03",129.31M,1.22%,Positive
07/25/2022,"9,237.70","9,276.28","9,308.54","9,237.70",89.60M,-0.42%,Negative
07/24/2022,"9,276.28","9,289.81","9,298.72","9,256.23",91.30M,-0.15%,Negative
07/21/2022,"9,289.81","9,112.72","9,289.81","9,112.72",176.40M,1.94%,Positive
07/20/2022,"9,112.72","9,033.53","9,159.79","9,033.53",153.09M,0.88%,Positive
07/19/2022,"9,033.53","8,867.94","9,055.50","8,864.78",153.98M,1.87%,Positive
07/18/2022,"8,867.94","8,772.93","8,922.35","8,772.93",119.57M,1.08%,Positive
07/17/2022,"8,772.93","8,764.25","8,824.35","8,739.75",50.11M,0.10%,Positive
07/07/2022,"8,764.25","8,670.12","8,815.64","8,667.88",96.75M,1.09%,Positive
07/06/2022,"8,670.12","8,657.50","8,708.97","8,599.05",83.29M,0.15%,Positive
07/05/2022,"8,657.50","8,685.74","8,756.88","8,616.19",154.51M,-0.33%,Negative
07/04/2022,"8,685.74","9,008.89","9,020.14","8,685.74",86.16M,-3.59%,Negative
07/03/2022,"9,008.89","9,225.61","9,226.42","8,924.34",59.41M,-2.35%,Negative
06/29/2022,"9,225.61","9,179.63","9,248.26","9,169.59",66.46M,0.50%,Positive
06/28/2022,"9,179.63","9,255.43","9,255.45","9,008.20",89.70M,-0.82%,Negative
06/27/2022,"9,255.43","9,443.75","9,446.37","9,227.13",96.61M,-1.99%,Negative
06/26/2022,"9,443.75","9,439.85","9,512.56","9,435.89",65.54M,0.04%,Positive
06/23/2022,"9,439.85","9,612.90","9,612.90","9,439.85",48.08M,-1.80%,Negative
06/22/2022,"9,612.90","9,697.88","9,697.88","9,612.90",46.54M,-0.88%,Negative
06/21/2022,"9,697.88","9,680.18","9,755.15","9,676.32",78.29M,0.18%,Positive
06/20/2022,"9,680.18","9,728.19","9,746.62","9,671.26",61.92M,-0.49%,Negative
06/19/2022,"9,728.19","9,866.75","9,866.75","9,720.87",35.30M,-1.40%,Negative
06/16/2022,"9,866.75","9,969.97","9,975.09","9,866.75",111.32M,-1.04%,Negative
06/15/2022,"9,969.97","9,981.22","10,008.18","9,925.69",110.51M,-0.11%,Negative
06/14/2022,"9,981.22","10,014.85","10,014.85","9,930.96",87.61M,-0.34%,Negative
06/13/2022,"10,014.85","10,097.55","10,097.55","9,964.50",72.68M,-0.82%,Negative
06/12/2022,"10,097.55","10,235.43","10,235.66","10,089.31",51.74M,-1.35%,Negative
06/09/2022,"10,235.43","10,236.06","10,266.68","10,158.07",61.08M,-0.01%,Negative
06/08/2022,"10,236.06","10,048.36","10,249.86","10,048.36",102.86M,1.87%,Positive
06/07/2022,"10,048.36","9,984.92","10,048.36","9,974.26",59.41M,0.64%,Positive
06/06/2022,"9,984.92","9,986.00","9,994.77","9,957.20",47.26M,-0.01%,Negative
06/05/2022,"9,986.00","10,007.51","10,030.32","9,971.71",39.64M,-0.21%,Negative
06/02/2022,"10,007.51","10,083.98","10,097.21","9,990.46",55.65M,-0.76%,Negative
06/01/2022,"10,083.98","10,150.05","10,204.49","10,041.18",80.03M,-0.65%,Negative
05/31/2022,"10,150.05","10,109.36","10,260.08","10,109.36",166.64M,0.40%,Positive
05/30/2022,"10,109.36","10,086.72","10,170.71","10,057.64",62.39M,0.22%,Positive
05/29/2022,"10,086.72","10,200.56","10,202.59","10,077.72",36.34M,-1.12%,Negative
05/26/2022,"10,200.56","10,247.43","10,263.22","10,155.46",82.06M,-0.46%,Negative
05/25/2022,"10,247.43","10,415.54","10,448.31","10,247.43",80.20M,-1.61%,Negative
05/24/2022,"10,415.54","10,514.95","10,546.68","10,374.76",57.39M,-0.95%,Negative
05/23/2022,"10,514.95","10,462.74","10,560.22","10,462.74",52.92M,0.50%,Positive
05/22/2022,"10,462.74","10,549.97","10,571.66","10,462.74",20.22M,-0.83%,Negative
05/19/2022,"10,549.97","10,467.63","10,549.97","10,345.59",49.74M,0.79%,Positive
05/18/2022,"10,467.63","10,438.95","10,488.43","10,433.96",51.91M,0.27%,Positive
05/17/2022,"10,438.95","10,461.88","10,571.77","10,438.95",45.32M,-0.22%,Negative
05/16/2022,"10,461.88","10,534.22","10,538.09","10,391.52",67.16M,-0.69%,Negative
05/15/2022,"10,534.22","10,678.98","10,743.98","10,534.22",58.04M,-1.36%,Negative
05/12/2022,"10,678.98","10,855.93","10,855.93","10,602.15",84.36M,-1.63%,Negative
05/11/2022,"10,855.93","10,811.45","10,925.99","10,810.15",85.18M,0.41%,Positive
05/10/2022,"10,811.45","10,906.72","10,906.84","10,778.00",59.76M,-0.87%,Negative
05/09/2022,"10,906.72","11,109.22","11,177.34","10,906.72",89.97M,-1.82%,Negative
05/08/2022,"11,109.22","11,047.70","11,114.74","10,949.65",79.70M,0.56%,Positive
04/28/2022,"11,047.70","10,718.22","11,055.90","10,717.49",102.42M,3.07%,Positive
04/27/2022,"10,718.22","10,682.08","10,772.46","10,681.02",57.86M,0.34%,Positive
04/26/2022,"10,682.08","10,548.14","10,682.08","10,529.49",53.57M,1.27%,Positive
04/21/2022,"10,548.14","10,444.76","10,579.02","10,443.92",142.69M,0.99%,Positive
04/20/2022,"10,444.76","10,626.81","10,626.81","10,441.38",41.27M,-1.71%,Negative
04/19/2022,"10,626.81","10,724.80","10,728.22","10,566.90",53.68M,-0.91%,Negative
04/18/2022,"10,724.80","10,707.93","10,724.80","10,580.10",47.35M,0.16%,Positive
04/17/2022,"10,707.93","10,847.46","10,848.01","10,614.24",61.80M,0.27%,Positive
04/14/2022,"10,679.55","10,847.46","10,847.46","10,614.24",84.97M,-1.55%,Negative
04/13/2022,"10,847.46","10,898.69","10,936.22","10,847.46",48.08M,-0.47%,Negative
04/12/2022,"10,898.69","10,728.66","10,942.30","10,728.66",51.37M,1.58%,Positive
04/11/2022,"10,728.66","10,897.61","10,899.36","10,715.28",60.24M,-1.55%,Negative
04/10/2022,"10,897.61","11,101.94","11,101.94","10,872.94",53.53M,-1.84%,Negative
04/07/2022,"11,101.94","11,347.96","11,359.56","11,091.16",98.38M,-2.17%,Negative
04/06/2022,"11,347.96","11,380.85","11,417.95","11,319.85",91.24M,-0.29%,Negative
04/05/2022,"11,380.85","11,529.18","11,545.14","11,375.44",66.76M,-1.29%,Negative
04/04/2022,"11,529.18","11,562.21","11,563.18","11,512.00",78.01M,-0.29%,Negative
04/03/2022,"11,562.21","11,238.48","11,562.21","11,238.48",47.52M,2.88%,Positive
03/31/2022,"11,238.48","11,239.21","11,239.21","11,123.13",78.59M,-0.01%,Negative
03/30/2022,"11,239.21","11,393.54","11,456.49","11,239.21",82.84M,-1.35%,Negative
03/29/2022,"11,393.54","11,240.79","11,393.54","11,151.12",90.66M,1.36%,Positive
03/28/2022,"11,240.79","11,545.61","11,592.54","11,240.79",89.28M,-2.64%,Negative
03/27/2022,"11,545.61","11,709.16","11,709.16","11,465.63",102.39M,-1.40%,Negative
03/24/2022,"11,709.16","11,743.91","11,810.09","11,704.03",123.84M,-0.30%,Negative
03/23/2022,"11,743.91","11,663.32","11,743.91","11,586.43",89.72M,0.69%,Positive
03/22/2022,"11,663.32","11,511.15","11,977.24","11,511.15",169.00M,1.32%,Positive
03/21/2022,"11,511.15","10,973.72","11,511.15","10,973.72",180.90M,4.90%,Positive
03/20/2022,"10,973.72","10,726.44","10,973.72","10,726.44",48.69M,2.31%,Positive
03/17/2022,"10,726.44","10,705.60","10,804.85","10,675.27",110.03M,0.19%,Positive
03/16/2022,"10,705.60","10,423.09","10,719.92","10,423.09",166.49M,2.71%,Positive
03/15/2022,"10,423.09","10,419.56","10,423.09","10,284.77",60.57M,0.03%,Positive
03/14/2022,"10,419.56","10,480.67","10,480.67","10,361.17",51.07M,-0.58%,Negative
03/13/2022,"10,480.67","10,453.59","10,550.69","10,453.59",54.05M,0.26%,Positive
03/10/2022,"10,453.59","10,415.73","10,453.59","10,332.19",72.17M,0.36%,Positive
03/09/2022,"10,415.73","10,396.83","10,485.58","10,395.13",68.11M,0.18%,Positive
03/08/2022,"10,396.83","10,701.14","10,701.14","10,357.66",87.09M,-2.84%,Negative
03/07/2022,"10,701.14","11,094.66","11,095.71","10,691.68",97.06M,-3.55%,Negative
03/06/2022,"11,094.66","11,305.55","11,305.55","11,087.93",55.93M,-1.87%,Negative
03/03/2022,"11,305.55","11,189.29","11,305.55","11,189.29",79.41M,1.04%,Positive
03/02/2022,"11,189.29","11,275.78","11,291.44","11,189.29",75.37M,-0.77%,Negative
03/01/2022,"11,275.78","11,138.86","11,297.56","11,138.86",69.18M,1.23%,Positive
02/28/2022,"11,138.86","11,174.09","11,176.22","11,094.00",73.96M,-0.32%,Negative
02/27/2022,"11,174.09","10,890.88","11,174.09","10,890.88",55.82M,2.60%,Positive
02/24/2022,"10,890.88","11,301.08","11,301.08","10,841.98",106.39M,-3.63%,Negative
02/23/2022,"11,301.08","11,302.49","11,349.82","11,294.91",47.71M,-0.01%,Negative
02/22/2022,"11,302.49","11,501.92","11,503.83","11,256.95",103.05M,-1.73%,Negative
02/21/2022,"11,501.92","11,371.21","11,506.82","11,370.47",70.79M,1.15%,Positive
02/20/2022,"11,371.21","11,535.02","11,535.37","11,370.98",68.05M,-1.42%,Negative
02/17/2022,"11,535.02","11,568.14","11,568.14","11,497.51",47.93M,-0.29%,Negative
02/16/2022,"11,568.14","11,563.38","11,627.44","11,523.64",76.43M,0.04%,Positive
02/15/2022,"11,563.38","11,403.34","11,563.38","11,402.38",105.83M,1.40%,Positive
02/14/2022,"11,403.34","11,438.12","11,438.12","11,320.24",64.32M,-0.30%,Negative
02/13/2022,"11,438.12","11,578.54","11,589.04","11,418.62",109.01M,-1.21%,Negative
02/10/2022,"11,578.54","11,596.29","11,615.84","11,548.99",88.63M,-0.15%,Negative
02/09/2022,"11,596.29","11,527.90","11,703.76","11,527.90",107.68M,0.59%,Positive
02/08/2022,"11,527.90","11,548.61","11,575.82","11,523.67",68.23M,-0.18%,Negative
02/07/2022,"11,548.61","11,689.55","11,708.02","11,524.04",96.26M,-1.21%,Negative
02/06/2022,"11,689.55","11,638.06","11,689.60","11,637.92",106.85M,0.44%,Positive
02/03/2022,"11,638.06","11,691.82","11,720.71","11,618.62",75.51M,-0.46%,Negative
02/02/2022,"11,691.82","11,603.33","11,691.82","11,603.33",102.08M,0.76%,Positive
02/01/2022,"11,603.33","11,490.45","11,603.33","11,490.45",77.75M,0.98%,Positive
01/31/2022,"11,490.45","11,457.46","11,513.70","11,420.47",59.63M,0.29%,Positive
01/30/2022,"11,457.46","11,499.85","11,516.01","11,457.46",33.17M,-0.37%,Negative
01/26/2022,"11,499.85","11,542.43","11,562.02","11,496.68",51.11M,-0.37%,Negative
01/25/2022,"11,542.43","11,616.13","11,624.50","11,516.91",52.85M,-0.63%,Negative
01/24/2022,"11,616.13","11,655.72","11,671.21","11,608.89",66.41M,-0.34%,Negative
01/23/2022,"11,655.72","11,731.71","11,731.71","11,584.50",54.08M,-0.65%,Negative
01/20/2022,"11,731.71","11,715.01","11,731.71","11,665.91",66.37M,0.14%,Positive
01/19/2022,"11,715.01","11,876.44","11,882.29","11,693.60",67.15M,-1.36%,Negative
01/18/2022,"11,876.44","11,859.12","11,876.44","11,805.42",59.93M,0.15%,Positive
01/17/2022,"11,859.12","11,830.94","11,871.77","11,807.43",73.89M,0.24%,Positive
01/16/2022,"11,830.94","12,012.31","12,012.71","11,819.82",69.06M,-1.51%,Negative
01/13/2022,"12,012.31","12,060.00","12,063.94","11,978.76",76.23M,-0.40%,Negative
01/12/2022,"12,060.00","12,002.08","12,065.14","12,002.08",94.05M,0.48%,Positive
01/11/2022,"12,002.08","12,022.69","12,047.33","11,979.20",104.27M,-0.17%,Negative
01/10/2022,"12,022.69","11,978.56","12,040.63","11,978.56",85.33M,0.37%,Positive
01/09/2022,"11,978.56","12,043.42","12,044.78","11,958.61",59.66M,-0.54%,Negative
01/05/2022,"12,043.42","11,982.61","12,069.23","11,980.87",144.60M,0.51%,Positive
01/04/2022,"11,982.61","11,897.40","11,984.21","11,897.15",114.48M,0.72%,Positive
01/03/2022,"11,897.40","11,909.72","11,916.04","11,870.47",79.32M,-0.10%,Negative
01/02/2022,"11,909.72","11,949.18","12,017.57","11,908.09",69.38M,-0.33%,Negative
